Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||64|e|.3.|(x,x,x)|(-x+1/4,-x+3/4,x+1/2)|(-x+3/4,x+1/2,-x+1/4)|(x+1/2,-x+1/4,-x+3/4)
|||||(x+3/4,x+1/4,-x)|(-x+1/2,-x+1/2,-x+1/2)|(x+1/4,-x,x+3/4)|(-x,x+3/4,x+1/4)
|||||(-x,-x,-x)|(x+3/4,x+1/4,-x+1/2)|(x+1/4,-x+1/2,x+3/4)|(-x+1/2,x+3/4,x+1/4)
|||||(-x+1/4,-x+3/4,x)|(x+1/2,x+1/2,x+1/2)|(-x+3/4,x,-x+1/4)|(x,-x+1/4,-x+3/4)
||48|d|-4..|(7/8,1/8,1/8)|(3/8,5/8,5/8)|(1/8,7/8,1/8)|(5/8,3/8,5/8)
|||||(1/8,1/8,7/8)|(5/8,5/8,3/8)|(7/8,1/8,7/8)|(3/8,5/8,3/8)
|||||(5/8,3/8,7/8)|(1/8,7/8,3/8)|(7/8,3/8,1/8)|(3/8,7/8,5/8)
||32|c|.-3.|(0,0,0)|(1/4,3/4,1/2)|(3/4,1/2,1/4)|(1/2,1/4,3/4)
|||||(3/4,1/4,0)|(1/2,1/2,1/2)|(1/4,0,3/4)|(0,3/4,1/4)
||32|b|0.32|(1/4,1/4,1/4)|(0,1/2,3/4)|(1/2,3/4,0)|(3/4,0,1/2)
|||||(3/4,3/4,3/4)|(0,1/2,1/4)|(1/2,1/4,0)|(1/4,0,1/2)
||16|a|23|(1/8,1/8,1/8)|(7/8,3/8,7/8)|(7/8,7/8,7/8)|(1/8,5/8,1/8)
I 4/m -3 2/m|529|||||||
||96|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y,x,-z)|(-y,-x,-z)|(y,-x,z)|(-y,x,z)
|||||(x,z,-y)|(-x,z,y)|(-x,-z,-y)|(x,-z,y)
|||||(z,y,-x)|(z,-y,x)|(-z,y,x)|(-z,-y,-x)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
|||||(-z,-x,-y)|(-z,x,y)|(z,x,-y)|(z,-x,y)
|||||(-y,-z,-x)|(y,-z,x)|(-y,z,x)|(y,z,-x)
|||||(-y,-x,z)|(y,x,z)|(-y,x,-z)|(y,-x,-z)
|||||(-x,-z,y)|(x,-z,-y)|(x,z,y)|(-x,z,-y)
|||||(-z,-y,x)|(-z,y,-x)|(z,-y,-x)|(z,y,x)
||48|k|..m|(x,x,z)|(-x,-x,z)|(-x,x,-z)|(x,-x,-z)
|||||(z,x,x)|(z,-x,-x)|(-z,-x,x)|(-z,x,-x)
|||||(x,z,x)|(-x,z,-x)|(x,-z,-x)|(-x,-z,x)
|||||(x,x,-z)|(-x,-x,-z)|(x,-x,z)|(-x,x,z)
|||||(x,z,-x)|(-x,z,x)|(-x,-z,-x)|(x,-z,x)
|||||(z,x,-x)|(z,-x,x)|(-z,x,x)|(-z,-x,-x)
||48|j|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
|||||(z,0,y)|(z,0,-y)|(-z,0,y)|(-z,0,-y)
|||||(y,z,0)|(-y,z,0)|(y,-z,0)|(-y,-z,0)
|||||(y,0,-z)|(-y,0,-z)|(y,0,z)|(-y,0,z)
|||||(0,z,-y)|(0,z,y)|(0,-z,-y)|(0,-z,y)
|||||(z,y,0)|(z,-y,0)|(-z,y,0)|(-z,-y,0)
||48|i|..2|(1/4,y,-y+1/2)|(3/4,-y,-y+1/2)|(3/4,y,y+1/2)|(1/4,-y,y+1/2)
|||||(-y+1/2,1/4,y)|(-y+1/2,3/4,-y)|(y+1/2,3/4,y)|(y+1/2,1/4,-y)
|||||(y,-y+1/2,1/4)|(-y,-y+1/2,3/4)|(y,y+1/2,3/4)|(-y,y+1/2,1/4)
|||||(3/4,-y,y+1/2)|(1/4,y,y+1/2)|(1/4,-y,-y+1/2)|(3/4,y,-y+1/2)
|||||(y+1/2,3/4,-y)|(y+1/2,1/4,y)|(-y+1/2,1/4,-y)|(-y+1/2,3/4,y)
|||||(-y,y+1/2,3/4)|(y,y+1/2,1/4)|(-y,-y+1/2,1/4)|(y,-y+1/2,3/4)
||24|h|m.m2|(0,y,y)|(0,-y,y)|(0,y,-y)|(0,-y,-y)
|||||(y,0,y)|(y,0,-y)|(-y,0,y)|(-y,0,-y)
|||||(y,y,0)|(-y,y,0)|(y,-y,0)|(-y,-y,0)
||24|g|mm2..|(x,0,1/2)|(-x,0,1/2)|(1/2,x,0)|(1/2,-x,0)
|||||(0,1/2,x)|(0,1/2,-x)|(0,x,1/2)|(0,-x,1/2)
|||||(x,1/2,0)|(-x,1/2,0)|(1/2,0,-x)|(1/2,0,x)
||16|f|.3m|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x,x,-x)|(-x,-x,-x)|(x,-x,x)|(-x,x,x)
||12|e|4m.m|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)||
||12|d|-4m.2|(1/4,0,1/2)|(3/4,0,1/2)|(1/2,1/4,0)|(1/2,3/4,0)
|||||(0,1/2,1/4)|(0,1/2,3/4)||
||8|c|.-3m|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
||6|b|4/mm.m|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|
||2|a|m-3m|(0,0,0)|||
I 41/a -3 2/d|530|||||||
||96|h|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z)
|||||(z,x,y)|(z+1/2,-x+1/2,-y)|(-z+1/2,-x,y+1/2)|(-z,x+1/2,-y+1/2)
|||||(y,z,x)|(-y,z+1/2,-x+1/2)|(y+1/2,-z+1/2,-x)|(-y+1/2,-z,x+1/2)
|||||(y+3/4,x+1/4,-z+1/4)|(-y+3/4,-x+3/4,-z+3/4)|(y+1/4,-x+1/4,z+3/4)|(-y+1/4,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y+1/4)|(-x+1/4,z+3/4,y+1/4)|(-x+3/4,-z+3/4,-y+3/4)|(x+1/4,-z+1/4,y+3/4)
|||||(z+3/4,y+1/4,-x+1/4)|(z+1/4,-y+1/4,x+3/4)|(-z+1/4,y+3/4,x+1/4)|(-z+3/4,-y+3/4,-x+3/4)
|||||(-x,-y,-z)|(x+1/2,y,-z+1/2)|(x,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z)
|||||(-z,-x,-y)|(-z+1/2,x+1/2,y)|(z+1/2,x,-y+1/2)|(z,-x+1/2,y+1/2)
|||||(-y,-z,-x)|(y,-z+1/2,x+1/2)|(-y+1/2,z+1/2,x)|(y+1/2,z,-x+1/2)
|||||(-y+1/4,-x+3/4,z+3/4)|(y+1/4,x+1/4,z+1/4)|(-y+3/4,x+3/4,-z+1/4)|(y+3/4,-x+1/4,-z+3/4)
|||||(-x+1/4,-z+3/4,y+3/4)|(x+3/4,-z+1/4,-y+3/4)|(x+1/4,z+1/4,y+1/4)|(-x+3/4,z+3/4,-y+1/4)
|||||(-z+1/4,-y+3/4,x+3/4)|(-z+3/4,y+3/4,-x+1/4)|(z+3/4,-y+1/4,-x+3/4)|(z+1/4,y+1/4,x+1/4)
||48|g|..2|(1/8,y,-y+1/4)|(3/8,-y,-y+3/4)|(7/8,y+1/2,y+1/4)|(5/8,-y+1/2,y+3/4)
|||||(-y+1/4,1/8,y)|(-y+3/4,3/8,-y)|(y+1/4,7/8,y+1/2)|(y+3/4,5/8,-y+1/2)
|||||(y,-y+1/4,1/8)|(-y,-y+3/4,3/8)|(y+1/2,y+1/4,7/8)|(-y+1/2,y+3/4,5/8)
|||||(7/8,-y,y+3/4)|(5/8,y,y+1/4)|(1/8,-y+1/2,-y+3/4)|(3/8,y+1/2,-y+1/4)
|||||(y+3/4,7/8,-y)|(y+1/4,5/8,y)|(-y+3/4,1/8,-y+1/2)|(-y+1/4,3/8,y+1/2)
|||||(-y,y+3/4,7/8)|(y,y+1/4,5/8)|(-y+1/2,-y+3/4,1/8)|(y+1/2,-y+1/4,3/8)
||48|f|2..|(x,0,1/4)|(-x+1/2,0,3/4)|(1/4,x,0)|(3/4,-x+1/2,0)
|||||(0,1/4,x)|(0,3/4,-x+1/2)|(3/4,x+1/4,0)|(3/4,-x+3/4,1/2)
|||||(x+3/4,1/2,1/4)|(-x+1/4,0,1/4)|(0,1/4,-x+1/4)|(1/2,1/4,x+3/4)
|||||(-x,0,3/4)|(x+1/2,0,1/4)|(3/4,-x,0)|(1/4,x+1/2,0)
|||||(0,3/4,-x)|(0,1/4,x+1/2)|(1/4,-x+3/4,0)|(1/4,x+1/4,1/2)
|||||(-x+1/4,1/2,3/4)|(x+3/4,0,3/4)|(0,3/4,x+3/4)|(1/2,3/4,-x+1/4)
||32|e|.3.|(x,x,x)|(-x+1/2,-x,x+1/2)|(-x,x+1/2,-x+1/2)|(x+1/2,-x+1/2,-x)
|||||(x+3/4,x+1/4,-x+1/4)|(-x+3/4,-x+3/4,-x+3/4)|(x+1/4,-x+1/4,x+3/4)|(-x+1/4,x+3/4,x+1/4)
|||||(-x,-x,-x)|(x+1/2,x,-x+1/2)|(x,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x)
|||||(-x+1/4,-x+3/4,x+3/4)|(x+1/4,x+1/4,x+1/4)|(-x+3/4,x+3/4,-x+1/4)|(x+3/4,-x+1/4,-x+3/4)
||24|d|-4..|(3/8,0,1/4)|(1/8,0,3/4)|(1/4,3/8,0)|(3/4,1/8,0)
|||||(0,1/4,3/8)|(0,3/4,1/8)|(3/4,5/8,0)|(3/4,3/8,1/2)
|||||(1/8,1/2,1/4)|(7/8,0,1/4)|(0,1/4,7/8)|(1/2,1/4,1/8)
||24|c|2.22|(1/8,0,1/4)|(3/8,0,3/4)|(1/4,1/8,0)|(3/4,3/8,0)
|||||(0,1/4,1/8)|(0,3/4,3/8)|(7/8,0,3/4)|(5/8,0,1/4)
|||||(3/4,7/8,0)|(1/4,5/8,0)|(0,3/4,7/8)|(0,1/4,5/8)
||16|b|0.32|(1/8,1/8,1/8)|(3/8,7/8,5/8)|(7/8,5/8,3/8)|(5/8,3/8,7/8)
|||||(7/8,7/8,7/8)|(5/8,1/8,3/8)|(1/8,3/8,5/8)|(3/8,5/8,1/8)
||16|a|.-3.|(0,0,0)|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,1/2,0)
|||||(3/4,1/4,1/4)|(3/4,3/4,3/4)|(1/4,1/4,3/4)|(1/4,3/4,1/4)
P 2 2 2|108|||||||
||4|u|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
||2|t|..2|(1/2,1/2,z)|(1/2,1/2,-z)||
||2|s|..2|(0,1/2,z)|(0,1/2,-z)||
||2|r|..2|(1/2,0,z)|(1/2,0,-z)||
||2|q|..2|(0,0,z)|(0,0,-z)||
||2|p|.2.|(1/2,y,1/2)|(1/2,-y,1/2)||
||2|o|.2.|(1/2,y,0)|(1/2,-y,0)||
||2|n|.2.|(0,y,1/2)|(0,-y,1/2)||
||2|m|.2.|(0,y,0)|(0,-y,0)||
||2|l|2..|(x,1/2,1/2)|(-x,1/2,1/2)||
||2|k|2..|(x,1/2,0)|(-x,1/2,0)||
||2|j|2..|(x,0,1/2)|(-x,0,1/2)||
||2|i|2..|(x,0,0)|(-x,0,0)||
||1|h|222|(1/2,1/2,1/2)|||
||1|g|222|(0,1/2,1/2)|||
||1|f|222|(1/2,0,1/2)|||
||1|e|222|(1/2,1/2,0)|||
||1|d|222|(0,0,1/2)|||
||1|c|222|(0,1/2,0)|||
||1|b|222|(1/2,0,0)|||
||1|a|222|(0,0,0)|||
P 2 2 21|109|||||||
||4|e|1|(x,y,z)|(-x,-y,z+1/2)|(-x,y,-z+1/2)|(x,-y,-z)
||2|d|.2.|(1/2,y,1/4)|(1/2,-y,3/4)||
||2|c|.2.|(0,y,1/4)|(0,-y,3/4)||
||2|b|2..|(x,1/2,0)|(-x,1/2,1/2)||
||2|a|2..|(x,0,0)|(-x,0,1/2)||
P 21 2 2|110|||||||
||4|e|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,-y,z)|(-x,y,-z)
||2|d|.2.|(1/4,1/2,z)|(3/4,1/2,-z)||
||2|c|.2.|(1/4,0,z)|(3/4,0,-z)||
||2|b|2..|(0,y,1/2)|(1/2,-y,1/2)||
||2|a|2..|(0,y,0)|(1/2,-y,0)||
P 2 21 2|111|||||||
||4|e|1|(x,y,z)|(-x,y+1/2,-z)|(x,-y+1/2,-z)|(-x,-y,z)
||2|d|.2.|(x,1/4,1/2)|(-x,3/4,1/2)||
||2|c|.2.|(x,1/4,0)|(-x,3/4,0)||
||2|b|2..|(1/2,0,z)|(1/2,1/2,-z)||
||2|a|2..|(0,0,z)|(0,1/2,-z)||
P 21 21 2|112|||||||
||4|c|1|(x,y,z)|(-x,-y,z)|(-x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,-z)
||2|b|..2|(0,1/2,z)|(1/2,0,-z)||
||2|a|..2|(0,0,z)|(1/2,1/2,-z)||
P 2 21 21|113|||||||
||4|c|1|(x,y,z)|(x,-y,-z)|(-x,-y+1/2,z+1/2)|(-x,y+1/2,-z+1/2)
||2|b|..2|(x,0,1/2)|(-x,1/2,0)||
||2|a|..2|(x,0,0)|(-x,1/2,1/2)||
P 21 2 21|114|||||||
||4|c|1|(x,y,z)|(-x,y,-z)|(x+1/2,-y,-z+1/2)|(-x+1/2,-y,z+1/2)
||2|b|..2|(1/2,y,0)|(0,-y,1/2)||
||2|a|..2|(0,y,0)|(1/2,-y,1/2)||
P 21 21 21|115|||||||
||4|a|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z)
C 2 2 21|116|||||||
||8|c|1|(x,y,z)|(-x,-y,z+1/2)|(-x,y,-z+1/2)|(x,-y,-z)
||4|b|.2.|(0,y,1/4)|(0,-y,3/4)||
||4|a|2..|(x,0,0)|(-x,0,1/2)||
A 21 2 2|117|||||||
||8|c|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,-y,z)|(-x,y,-z)
||4|b|.2.|(1/4,0,z)|(3/4,0,-z)||
||4|a|2..|(0,y,0)|(1/2,-y,0)||
B 2 21 2|118|||||||
||8|c|1|(x,y,z)|(-x,y+1/2,-z)|(x,-y+1/2,-z)|(-x,-y,z)
||4|b|.2.|(x,1/4,0)|(-x,3/4,0)||
||4|a|2..|(0,0,z)|(0,1/2,-z)||
C 2 2 2|119|||||||
||8|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
||4|k|..2|(1/4,1/4,z)|(3/4,1/4,-z)||
||4|j|..2|(0,1/2,z)|(0,1/2,-z)||
||4|i|..2|(0,0,z)|(0,0,-z)||
||4|h|.2.|(0,y,1/2)|(0,-y,1/2)||
||4|g|.2.|(0,y,0)|(0,-y,0)||
||4|f|2..|(x,0,1/2)|(-x,0,1/2)||
||4|e|2..|(x,0,0)|(-x,0,0)||
||2|d|222|(0,0,1/2)|||
||2|c|222|(1/2,0,1/2)|||
||2|b|222|(0,1/2,0)|||
||2|a|222|(0,0,0)|||
A 2 2 2|120|||||||
||8|l|1|(x,y,z)|(x,-y,-z)|(-x,-y,z)|(-x,y,-z)
||4|k|..2|(x,1/4,1/4)|(-x,3/4,1/4)||
||4|j|..2|(x,0,1/2)|(-x,0,1/2)||
||4|i|..2|(x,0,0)|(-x,0,0)||
||4|h|.2.|(1/2,0,z)|(1/2,0,-z)||
||4|g|.2.|(0,0,z)|(0,0,-z)||
||4|f|2..|(1/2,y,0)|(1/2,-y,0)||
||4|e|2..|(0,y,0)|(0,-y,0)||
||2|d|222|(1/2,0,0)|||
||2|c|222|(1/2,1/2,0)|||
||2|b|222|(0,0,1/2)|||
||2|a|222|(0,0,0)|||
B 2 2 2|121|||||||
||8|l|1|(x,y,z)|(-x,y,-z)|(x,-y,-z)|(-x,-y,z)
||4|k|..2|(1/4,y,1/4)|(1/4,-y,3/4)||
||4|j|..2|(1/2,y,0)|(1/2,-y,0)||
||4|i|..2|(0,y,0)|(0,-y,0)||
||4|h|.2.|(x,1/2,0)|(-x,1/2,0)||
||4|g|.2.|(x,0,0)|(-x,0,0)||
||4|f|2..|(0,1/2,z)|(0,1/2,-z)||
||4|e|2..|(0,0,z)|(0,0,-z)||
||2|d|222|(0,1/2,0)|||
||2|c|222|(0,1/2,1/2)|||
||2|b|222|(1/2,0,0)|||
||2|a|222|(0,0,0)|||
F 2 2 2|122|||||||
||16|k|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
||8|j|2..|(x,1/4,1/4)|(-x,3/4,1/4)||
||8|i|.2.|(1/4,y,1/4)|(3/4,-y,1/4)||
||8|h|..2|(1/4,1/4,z)|(3/4,1/4,-z)||
||8|g|..2|(0,0,z)|(0,0,-z)||
||8|f|.2.|(0,y,0)|(0,-y,0)||
||8|e|2..|(x,0,0)|(-x,0,0)||
||4|d|222|(1/4,1/4,3/4)|||
||4|c|222|(1/4,1/4,1/4)|||
||4|b|222|(0,0,1/2)|||
||4|a|222|(0,0,0)|||
I 2 2 2|123|||||||
||8|k|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
||4|j|..2|(0,1/2,z)|(0,1/2,-z)||
||4|i|..2|(0,0,z)|(0,0,-z)||
||4|h|.2.|(1/2,y,0)|(1/2,-y,0)||
||4|g|.2.|(0,y,0)|(0,-y,0)||
||4|f|2..|(x,0,1/2)|(-x,0,1/2)||
||4|e|2..|(x,0,0)|(-x,0,0)||
||2|d|222|(0,1/2,0)|||
||2|c|222|(0,0,1/2)|||
||2|b|222|(1/2,0,0)|||
||2|a|222|(0,0,0)|||
I 21 21 21|124|||||||
||8|d|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z)
||4|c|..2|(0,1/4,z)|(0,3/4,-z+1/2)||
||4|b|.2.|(1/4,y,0)|(1/4,-y,1/2)||
||4|a|2..|(x,0,1/4)|(-x+1/2,0,3/4)||
P m m 2|125|||||||
||4|i|1|(x,y,z)|(-x,-y,z)|(x,-y,z)|(-x,y,z)
||2|h|m..|(1/2,y,z)|(1/2,-y,z)||
||2|g|m..|(0,y,z)|(0,-y,z)||
||2|f|.m.|(x,1/2,z)|(-x,1/2,z)||
||2|e|.m.|(x,0,z)|(-x,0,z)||
||1|d|mm2|(1/2,1/2,z)|||
||1|c|mm2|(1/2,0,z)|||
||1|b|mm2|(0,1/2,z)|||
||1|a|mm2|(0,0,z)|||
P 2 m m|126|||||||
||4|i|1|(x,y,z)|(x,-y,-z)|(x,y,-z)|(x,-y,z)
||2|h|m..|(x,1/2,z)|(x,1/2,-z)||
||2|g|m..|(x,0,z)|(x,0,-z)||
||2|f|.m.|(x,y,1/2)|(x,-y,1/2)||
||2|e|.m.|(x,y,0)|(x,-y,0)||
||1|d|mm2|(x,1/2,1/2)|||
||1|c|mm2|(x,1/2,0)|||
||1|b|mm2|(x,0,1/2)|||
||1|a|mm2|(x,0,0)|||
P m 2 m|127|||||||
||4|i|1|(x,y,z)|(-x,y,-z)|(-x,y,z)|(x,y,-z)
||2|h|m..|(x,y,1/2)|(-x,y,1/2)||
||2|g|m..|(x,y,0)|(-x,y,0)||
||2|f|.m.|(1/2,y,z)|(1/2,y,-z)||
||2|e|.m.|(0,y,z)|(0,y,-z)||
||1|d|mm2|(1/2,y,1/2)|||
||1|c|mm2|(0,y,1/2)|||
||1|b|mm2|(1/2,y,0)|||
||1|a|mm2|(0,y,0)|||
P m c 21|128|||||||
||4|c|1|(x,y,z)|(-x,-y,z+1/2)|(x,-y,z+1/2)|(-x,y,z)
||2|b|m..|(1/2,y,z)|(1/2,-y,z+1/2)||
||2|a|m..|(0,y,z)|(0,-y,z+1/2)||
P c m 21|129|||||||
||4|c|1|(x,y,z)|(-x,-y,z+1/2)|(-x,y,z+1/2)|(x,-y,z)
||2|b|m..|(x,1/2,z)|(-x,1/2,z+1/2)||
||2|a|m..|(x,0,z)|(-x,0,z+1/2)||
P 21 m a|130|||||||
||4|c|1|(x,y,z)|(x+1/2,-y,-z)|(x+1/2,y,-z)|(x,-y,z)
||2|b|m..|(x,1/2,z)|(x+1/2,1/2,-z)||
||2|a|m..|(x,0,z)|(x+1/2,0,-z)||
P 21 a m|131|||||||
||4|c|1|(x,y,z)|(x+1/2,-y,-z)|(x+1/2,-y,z)|(x,y,-z)
||2|b|m..|(x,y,1/2)|(x+1/2,-y,1/2)||
||2|a|m..|(x,y,0)|(x+1/2,-y,0)||
P b 21 m|132|||||||
||4|c|1|(x,y,z)|(-x,y+1/2,-z)|(-x,y+1/2,z)|(x,y,-z)
||2|b|m..|(x,y,1/2)|(-x,y+1/2,1/2)||
||2|a|m..|(x,y,0)|(-x,y+1/2,0)||
P m 21 b|133|||||||
||4|c|1|(x,y,z)|(-x,y+1/2,-z)|(x,y+1/2,-z)|(-x,y,z)
||2|b|m..|(1/2,y,z)|(1/2,y+1/2,-z)||
||2|a|m..|(0,y,z)|(0,y+1/2,-z)||
P c c 2|134|||||||
||4|e|1|(x,y,z)|(-x,-y,z)|(x,-y,z+1/2)|(-x,y,z+1/2)
||2|d|..2|(1/2,1/2,z)|(1/2,1/2,z+1/2)||
||2|c|..2|(1/2,0,z)|(1/2,0,z+1/2)||
||2|b|..2|(0,1/2,z)|(0,1/2,z+1/2)||
||2|a|..2|(0,0,z)|(0,0,z+1/2)||
P 2 a a|135|||||||
||4|e|1|(x,y,z)|(x,-y,-z)|(x+1/2,y,-z)|(x+1/2,-y,z)
||2|d|..2|(x,1/2,1/2)|(x+1/2,1/2,1/2)||
||2|c|..2|(x,1/2,0)|(x+1/2,1/2,0)||
||2|b|..2|(x,0,1/2)|(x+1/2,0,1/2)||
||2|a|..2|(x,0,0)|(x+1/2,0,0)||
P b 2 b|136|||||||
||4|e|1|(x,y,z)|(-x,y,-z)|(-x,y+1/2,z)|(x,y+1/2,-z)
||2|d|..2|(1/2,y,1/2)|(1/2,y+1/2,1/2)||
||2|c|..2|(0,y,1/2)|(0,y+1/2,1/2)||
||2|b|..2|(1/2,y,0)|(1/2,y+1/2,0)||
||2|a|..2|(0,y,0)|(0,y+1/2,0)||
P m a 2|137|||||||
||4|d|1|(x,y,z)|(-x,-y,z)|(x+1/2,-y,z)|(-x+1/2,y,z)
||2|c|m..|(1/4,y,z)|(3/4,-y,z)||
||2|b|..2|(0,1/2,z)|(1/2,1/2,z)||
||2|a|..2|(0,0,z)|(1/2,0,z)||
P b m 2|138|||||||
||4|d|1|(x,y,z)|(-x,-y,z)|(-x,y+1/2,z)|(x,-y+1/2,z)
||2|c|m..|(x,1/4,z)|(-x,3/4,z)||
||2|b|..2|(1/2,0,z)|(1/2,1/2,z)||
||2|a|..2|(0,0,z)|(0,1/2,z)||
P 2 m b|139|||||||
||4|d|1|(x,y,z)|(x,-y,-z)|(x,y+1/2,-z)|(x,-y+1/2,z)
||2|c|m..|(x,1/4,z)|(x,3/4,-z)||
||2|b|..2|(x,0,1/2)|(x,1/2,1/2)||
||2|a|..2|(x,0,0)|(x,1/2,0)||
P 2 c m|140|||||||
||4|d|1|(x,y,z)|(x,-y,-z)|(x,-y,z+1/2)|(x,y,-z+1/2)
||2|c|m..|(x,y,1/4)|(x,-y,3/4)||
||2|b|..2|(x,1/2,0)|(x,1/2,1/2)||
||2|a|..2|(x,0,0)|(x,0,1/2)||
P c 2 m|141|||||||
||4|d|1|(x,y,z)|(-x,y,-z)|(-x,y,z+1/2)|(x,y,-z+1/2)
||2|c|m..|(x,y,1/4)|(-x,y,3/4)||
||2|b|..2|(1/2,y,0)|(1/2,y,1/2)||
||2|a|..2|(0,y,0)|(0,y,1/2)||
P m 2 a|142|||||||
||4|d|1|(x,y,z)|(-x,y,-z)|(x+1/2,y,-z)|(-x+1/2,y,z)
||2|c|m..|(1/4,y,z)|(3/4,y,-z)||
||2|b|..2|(0,y,1/2)|(1/2,y,1/2)||
||2|a|..2|(0,y,0)|(1/2,y,0)||
P c a 21|143|||||||
||4|a|1|(x,y,z)|(-x,-y,z+1/2)|(x+1/2,-y,z)|(-x+1/2,y,z+1/2)
P b c 21|144|||||||
||4|a|1|(x,y,z)|(-x,-y,z+1/2)|(-x,y+1/2,z)|(x,-y+1/2,z+1/2)
P 21 a b|145|||||||
||4|a|1|(x,y,z)|(x+1/2,-y,-z)|(x,y+1/2,-z)|(x+1/2,-y+1/2,z)
P 21 c a|146|||||||
||4|a|1|(x,y,z)|(x+1/2,-y,-z)|(x,-y,z+1/2)|(x+1/2,y,-z+1/2)
P c 21 b|147|||||||
||4|a|1|(x,y,z)|(-x,y+1/2,-z)|(-x,y,z+1/2)|(x,y+1/2,-z+1/2)
P b 21 a|148|||||||
||4|a|1|(x,y,z)|(-x,y+1/2,-z)|(x+1/2,y,-z)|(-x+1/2,y+1/2,z)
P n c 2|149|||||||
||4|c|1|(x,y,z)|(-x,-y,z)|(x,-y+1/2,z+1/2)|(-x,y+1/2,z+1/2)
||2|b|..2|(1/2,0,z)|(1/2,1/2,z+1/2)||
||2|a|..2|(0,0,z)|(0,1/2,z+1/2)||
P c n 2|150|||||||
||4|c|1|(x,y,z)|(-x,-y,z)|(-x+1/2,y,z+1/2)|(x+1/2,-y,z+1/2)
||2|b|..2|(0,1/2,z)|(1/2,1/2,z+1/2)||
||2|a|..2|(0,0,z)|(1/2,0,z+1/2)||
P 2 n a|151|||||||
||4|c|1|(x,y,z)|(x,-y,-z)|(x+1/2,y,-z+1/2)|(x+1/2,-y,z+1/2)
||2|b|..2|(x,1/2,0)|(x+1/2,1/2,1/2)||
||2|a|..2|(x,0,0)|(x+1/2,0,1/2)||
P 2 a n|152|||||||
||4|c|1|(x,y,z)|(x,-y,-z)|(x+1/2,-y+1/2,z)|(x+1/2,y+1/2,-z)
||2|b|..2|(x,0,1/2)|(x+1/2,1/2,1/2)||
||2|a|..2|(x,0,0)|(x+1/2,1/2,0)||
P b 2 n|153|||||||
||4|c|1|(x,y,z)|(-x,y,-z)|(-x+1/2,y+1/2,z)|(x+1/2,y+1/2,-z)
||2|b|..2|(0,y,1/2)|(1/2,y+1/2,1/2)||
||2|a|..2|(0,y,0)|(1/2,y+1/2,0)||
P n 2 b|154|||||||
||4|c|1|(x,y,z)|(-x,y,-z)|(x,y+1/2,-z+1/2)|(-x,y+1/2,z+1/2)
||2|b|..2|(1/2,y,0)|(1/2,y+1/2,1/2)||
||2|a|..2|(0,y,0)|(0,y+1/2,1/2)||
P m n 21|155|||||||
||4|b|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(x+1/2,-y,z+1/2)|(-x,y,z)
||2|a|m..|(0,y,z)|(1/2,-y,z+1/2)||
P n m 21|156|||||||
||4|b|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(-x,y+1/2,z+1/2)|(x,-y,z)
||2|a|m..|(x,0,z)|(-x,1/2,z+1/2)||
P 21 m n|157|||||||
||4|b|1|(x,y,z)|(x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(x,-y,z)
||2|a|m..|(x,0,z)|(x+1/2,1/2,-z)||
P 21 n m|158|||||||
||4|b|1|(x,y,z)|(x+1/2,-y,-z+1/2)|(x+1/2,-y,z+1/2)|(x,y,-z)
